"","LSOA11CD","BodyType","Keepership","LicenceStatus","2024 Q4"
"40327","S01013097","Cars","Total","Licensed","623"
"40328","S01013098","Cars","Total","Licensed","376"
"40329","S01013099","Cars","Total","Licensed","398"
"40330","S01013100","Cars","Total","Licensed","432"
"40331","S01013101","Cars","Total","Licensed","410"
"40332","S01013102","Cars","Total","Licensed","310"
"40333","S01013103","Cars","Total","Licensed","513"
"40334","S01013104","Cars","Total","Licensed","539"
"40335","S01013105","Cars","Total","Licensed","519"
"40336","S01013106","Cars","Total","Licensed","403"
"40337","S01013107","Cars","Total","Licensed","694"
"40338","S01013108","Cars","Total","Licensed","418"
"40339","S01013109","Cars","Total","Licensed","775"
"40340","S01013110","Cars","Total","Licensed","402"
"40341","S01013111","Cars","Total","Licensed","301"
"40342","S01013112","Cars","Total","Licensed","308"
"40343","S01013113","Cars","Total","Licensed","360"
"40344","S01013114","Cars","Total","Licensed","520"
"40345","S01013115","Cars","Total","Licensed","283"
"40346","S01013116","Cars","Total","Licensed","445"
"40347","S01013117","Cars","Total","Licensed","289"
"40348","S01013118","Cars","Total","Licensed","294"
"40349","S01013119","Cars","Total","Licensed","485"
"40350","S01013120","Cars","Total","Licensed","490"
"40351","S01013121","Cars","Total","Licensed","162"
"40352","S01013122","Cars","Total","Licensed","93"
"40353","S01013123","Cars","Total","Licensed","294"
"40354","S01013124","Cars","Total","Licensed","270"
"40355","S01013125","Cars","Total","Licensed","376"
"40356","S01013126","Cars","Total","Licensed","213"
"40357","S01013127","Cars","Total","Licensed","259"
"40358","S01013128","Cars","Total","Licensed","251"
"40359","S01013129","Cars","Total","Licensed","579"
"40360","S01013130","Cars","Total","Licensed","193"
"40361","S01013131","Cars","Total","Licensed","207"
"40362","S01013132","Cars","Total","Licensed","176"
"40363","S01013133","Cars","Total","Licensed","369"
"40364","S01013134","Cars","Total","Licensed","335"
"40365","S01013135","Cars","Total","Licensed","250"
"40366","S01013136","Cars","Total","Licensed","341"
"40367","S01013137","Cars","Total","Licensed","308"
"40368","S01013138","Cars","Total","Licensed","316"
"40369","S01013139","Cars","Total","Licensed","295"
"40370","S01013140","Cars","Total","Licensed","270"
"40371","S01013141","Cars","Total","Licensed","326"
"40372","S01013142","Cars","Total","Licensed","232"
"40373","S01013143","Cars","Total","Licensed","314"
"40374","S01013144","Cars","Total","Licensed","371"
"40375","S01013145","Cars","Total","Licensed","297"
"40376","S01013146","Cars","Total","Licensed","193"
"40377","S01013147","Cars","Total","Licensed","321"
"40378","S01013148","Cars","Total","Licensed","373"
"40379","S01013149","Cars","Total","Licensed","373"
"40380","S01013150","Cars","Total","Licensed","374"
"40381","S01013151","Cars","Total","Licensed","308"
"40382","S01013152","Cars","Total","Licensed","409"
"40383","S01013153","Cars","Total","Licensed","296"
"40384","S01013154","Cars","Total","Licensed","324"
"40385","S01013155","Cars","Total","Licensed","268"
"40386","S01013156","Cars","Total","Licensed","257"
"40387","S01013157","Cars","Total","Licensed","338"
"40388","S01013158","Cars","Total","Licensed","334"
"40389","S01013159","Cars","Total","Licensed","375"
"40390","S01013160","Cars","Total","Licensed","356"
"40391","S01013161","Cars","Total","Licensed","401"
"40392","S01013162","Cars","Total","Licensed","308"
"40393","S01013163","Cars","Total","Licensed","325"
"40394","S01013164","Cars","Total","Licensed","440"
"40395","S01013165","Cars","Total","Licensed","373"
"40396","S01013166","Cars","Total","Licensed","190"
"40397","S01013167","Cars","Total","Licensed","174"
"40398","S01013168","Cars","Total","Licensed","294"
"40399","S01013169","Cars","Total","Licensed","307"
"40400","S01013170","Cars","Total","Licensed","167"
"40401","S01013171","Cars","Total","Licensed","299"
"40402","S01013172","Cars","Total","Licensed","322"
"40403","S01013173","Cars","Total","Licensed","373"
"40404","S01013174","Cars","Total","Licensed","413"
"40405","S01013175","Cars","Total","Licensed","444"
"40406","S01013176","Cars","Total","Licensed","313"
"40407","S01013177","Cars","Total","Licensed","295"
"40408","S01013178","Cars","Total","Licensed","368"
"40409","S01013179","Cars","Total","Licensed","430"
"40410","S01013180","Cars","Total","Licensed","227"
"40411","S01013181","Cars","Total","Licensed","331"
"40412","S01013182","Cars","Total","Licensed","299"
"40413","S01013183","Cars","Total","Licensed","432"
"40414","S01013184","Cars","Total","Licensed","168"
"40415","S01013185","Cars","Total","Licensed","300"
"40416","S01013186","Cars","Total","Licensed","216"
"40417","S01013187","Cars","Total","Licensed","264"
"40418","S01013188","Cars","Total","Licensed","477"
"40419","S01013189","Cars","Total","Licensed","317"
"40420","S01013190","Cars","Total","Licensed","339"
"40421","S01013191","Cars","Total","Licensed","733"
"40422","S01013192","Cars","Total","Licensed","407"
"40423","S01013193","Cars","Total","Licensed","548"
"40424","S01013194","Cars","Total","Licensed","225"
"40425","S01013195","Cars","Total","Licensed","388"
"40426","S01013196","Cars","Total","Licensed","253"
"40427","S01013197","Cars","Total","Licensed","261"
"40428","S01013198","Cars","Total","Licensed","643"
"40429","S01013199","Cars","Total","Licensed","483"
"40430","S01013200","Cars","Total","Licensed","292"
"40431","S01013201","Cars","Total","Licensed","264"
"40432","S01013202","Cars","Total","Licensed","200"
"40433","S01013203","Cars","Total","Licensed","278"
"40434","S01013204","Cars","Total","Licensed","430"
"40435","S01013205","Cars","Total","Licensed","156"
"40436","S01013206","Cars","Total","Licensed","276"
"40437","S01013207","Cars","Total","Licensed","458"
"40438","S01013208","Cars","Total","Licensed","411"
"40439","S01013209","Cars","Total","Licensed","350"
"40440","S01013210","Cars","Total","Licensed","297"
"40441","S01013211","Cars","Total","Licensed","428"
"40442","S01013212","Cars","Total","Licensed","323"
"40443","S01013213","Cars","Total","Licensed","296"
"40444","S01013214","Cars","Total","Licensed","262"
"40445","S01013215","Cars","Total","Licensed","813"
"40446","S01013216","Cars","Total","Licensed","209"
"40447","S01013217","Cars","Total","Licensed","265"
"40448","S01013218","Cars","Total","Licensed","182"
"40449","S01013219","Cars","Total","Licensed","194"
"40450","S01013220","Cars","Total","Licensed","239"
"40451","S01013221","Cars","Total","Licensed","380"
"40452","S01013222","Cars","Total","Licensed","234"
"40453","S01013223","Cars","Total","Licensed","453"
"40454","S01013224","Cars","Total","Licensed","345"
"40455","S01013225","Cars","Total","Licensed","340"
"40456","S01013226","Cars","Total","Licensed","276"
"40457","S01013227","Cars","Total","Licensed","272"
"40458","S01013228","Cars","Total","Licensed","306"
"40459","S01013229","Cars","Total","Licensed","285"
"40460","S01013230","Cars","Total","Licensed","321"
"40461","S01013231","Cars","Total","Licensed","267"
"40462","S01013232","Cars","Total","Licensed","307"
"40463","S01013233","Cars","Total","Licensed","288"
"40464","S01013234","Cars","Total","Licensed","236"
"40465","S01013235","Cars","Total","Licensed","415"
"40466","S01013236","Cars","Total","Licensed","468"
"40467","S01013237","Cars","Total","Licensed","387"
"40468","S01013238","Cars","Total","Licensed","345"
"40469","S01013239","Cars","Total","Licensed","362"
"40470","S01013240","Cars","Total","Licensed","186"
"40471","S01013241","Cars","Total","Licensed","541"
"40472","S01013242","Cars","Total","Licensed","355"
"40473","S01013243","Cars","Total","Licensed","278"
"40474","S01013244","Cars","Total","Licensed","353"
"40475","S01013245","Cars","Total","Licensed","494"
"40476","S01013246","Cars","Total","Licensed","320"
"40477","S01013247","Cars","Total","Licensed","281"
"40478","S01013248","Cars","Total","Licensed","241"
"40479","S01013249","Cars","Total","Licensed","252"
"40480","S01013250","Cars","Total","Licensed","825"
"40481","S01013251","Cars","Total","Licensed","315"
"40482","S01013252","Cars","Total","Licensed","302"
"40483","S01013253","Cars","Total","Licensed","355"
"40484","S01013254","Cars","Total","Licensed","287"
"40485","S01013255","Cars","Total","Licensed","442"
"40486","S01013256","Cars","Total","Licensed","385"
"40487","S01013257","Cars","Total","Licensed","411"
"40488","S01013258","Cars","Total","Licensed","386"
"40489","S01013259","Cars","Total","Licensed","385"
"40490","S01013260","Cars","Total","Licensed","405"
"40491","S01013261","Cars","Total","Licensed","381"
"40492","S01013262","Cars","Total","Licensed","295"
"40493","S01013263","Cars","Total","Licensed","349"
"40494","S01013264","Cars","Total","Licensed","283"
"40495","S01013265","Cars","Total","Licensed","374"
"40496","S01013266","Cars","Total","Licensed","296"
"40497","S01013267","Cars","Total","Licensed","230"
"40498","S01013268","Cars","Total","Licensed","365"
"40499","S01013269","Cars","Total","Licensed","1008"
"40500","S01013270","Cars","Total","Licensed","455"
"40501","S01013271","Cars","Total","Licensed","372"
"40502","S01013272","Cars","Total","Licensed","437"
"40503","S01013273","Cars","Total","Licensed","514"
"40504","S01013274","Cars","Total","Licensed","424"
"40505","S01013275","Cars","Total","Licensed","351"
"40506","S01013276","Cars","Total","Licensed","407"
"40507","S01013277","Cars","Total","Licensed","375"
"40508","S01013278","Cars","Total","Licensed","301"
"40509","S01013279","Cars","Total","Licensed","252"
"40510","S01013280","Cars","Total","Licensed","275"
"40511","S01013281","Cars","Total","Licensed","348"
"40512","S01013282","Cars","Total","Licensed","287"
"40513","S01013283","Cars","Total","Licensed","427"
"40514","S01013284","Cars","Total","Licensed","327"
"40515","S01013285","Cars","Total","Licensed","291"
"40516","S01013286","Cars","Total","Licensed","347"
"40517","S01013287","Cars","Total","Licensed","414"
"40518","S01013288","Cars","Total","Licensed","343"
"40519","S01013289","Cars","Total","Licensed","757"
"40520","S01013290","Cars","Total","Licensed","416"
"40521","S01013291","Cars","Total","Licensed","363"
"40522","S01013292","Cars","Total","Licensed","891"
"40523","S01013293","Cars","Total","Licensed","385"
"40524","S01013294","Cars","Total","Licensed","393"
"40525","S01013295","Cars","Total","Licensed","368"
"40526","S01013296","Cars","Total","Licensed","293"
"40527","S01013297","Cars","Total","Licensed","302"
"40528","S01013298","Cars","Total","Licensed","1371"
"40529","S01013299","Cars","Total","Licensed","561"
"40530","S01013300","Cars","Total","Licensed","330"
"40531","S01013301","Cars","Total","Licensed","253"
"40532","S01013302","Cars","Total","Licensed","599"
"40533","S01013303","Cars","Total","Licensed","404"
"40534","S01013304","Cars","Total","Licensed","351"
"40535","S01013305","Cars","Total","Licensed","351"
"40536","S01013306","Cars","Total","Licensed","333"
"40537","S01013307","Cars","Total","Licensed","347"
"40538","S01013308","Cars","Total","Licensed","302"
"40539","S01013309","Cars","Total","Licensed","497"
"40540","S01013310","Cars","Total","Licensed","231"
"40541","S01013311","Cars","Total","Licensed","334"
"40542","S01013312","Cars","Total","Licensed","457"
"40543","S01013313","Cars","Total","Licensed","274"
"40544","S01013314","Cars","Total","Licensed","289"
"40545","S01013315","Cars","Total","Licensed","436"
"40546","S01013316","Cars","Total","Licensed","362"
"40547","S01013317","Cars","Total","Licensed","321"
"40548","S01013318","Cars","Total","Licensed","327"
"40549","S01013319","Cars","Total","Licensed","261"
"40550","S01013320","Cars","Total","Licensed","495"
"40551","S01013321","Cars","Total","Licensed","185"
"40552","S01013322","Cars","Total","Licensed","342"
"40553","S01013323","Cars","Total","Licensed","390"
"40554","S01013324","Cars","Total","Licensed","237"
"40555","S01013325","Cars","Total","Licensed","446"
"40556","S01013326","Cars","Total","Licensed","221"
"40557","S01013327","Cars","Total","Licensed","280"
"40558","S01013328","Cars","Total","Licensed","216"
"40559","S01013329","Cars","Total","Licensed","224"
"40560","S01013330","Cars","Total","Licensed","544"
"40561","S01013331","Cars","Total","Licensed","283"
"40562","S01013332","Cars","Total","Licensed","306"
"40563","S01013333","Cars","Total","Licensed","427"
"40564","S01013334","Cars","Total","Licensed","343"
"40565","S01013335","Cars","Total","Licensed","281"
"40566","S01013336","Cars","Total","Licensed","316"
"40567","S01013337","Cars","Total","Licensed","522"
"40568","S01013338","Cars","Total","Licensed","314"
"40569","S01013339","Cars","Total","Licensed","310"
"40570","S01013340","Cars","Total","Licensed","424"
"40571","S01013341","Cars","Total","Licensed","600"
"40572","S01013342","Cars","Total","Licensed","265"
"40573","S01013343","Cars","Total","Licensed","272"
"40574","S01013344","Cars","Total","Licensed","312"
"40575","S01013345","Cars","Total","Licensed","298"
"40576","S01013346","Cars","Total","Licensed","414"
"40577","S01013347","Cars","Total","Licensed","370"
"40578","S01013348","Cars","Total","Licensed","428"
"40579","S01013349","Cars","Total","Licensed","327"
"40580","S01013350","Cars","Total","Licensed","257"
"40581","S01013351","Cars","Total","Licensed","320"
"40582","S01013352","Cars","Total","Licensed","385"
"40583","S01013353","Cars","Total","Licensed","238"
"40584","S01013354","Cars","Total","Licensed","441"
"40585","S01013355","Cars","Total","Licensed","334"
"40586","S01013356","Cars","Total","Licensed","307"
"40587","S01013357","Cars","Total","Licensed","549"
"40588","S01013358","Cars","Total","Licensed","434"
"40589","S01013359","Cars","Total","Licensed","249"
"40590","S01013360","Cars","Total","Licensed","332"
"40591","S01013361","Cars","Total","Licensed","200"
"40592","S01013362","Cars","Total","Licensed","228"
"40593","S01013363","Cars","Total","Licensed","262"
"40594","S01013364","Cars","Total","Licensed","526"
"40595","S01013365","Cars","Total","Licensed","511"
"40596","S01013366","Cars","Total","Licensed","456"
"40597","S01013367","Cars","Total","Licensed","310"
"40598","S01013368","Cars","Total","Licensed","385"
"40599","S01013369","Cars","Total","Licensed","322"
"40600","S01013370","Cars","Total","Licensed","270"
"40601","S01013371","Cars","Total","Licensed","283"
"40602","S01013372","Cars","Total","Licensed","481"
"40603","S01013373","Cars","Total","Licensed","391"
"40604","S01013374","Cars","Total","Licensed","334"
"40605","S01013375","Cars","Total","Licensed","246"
"40606","S01013376","Cars","Total","Licensed","270"
"40607","S01013377","Cars","Total","Licensed","407"
"40608","S01013378","Cars","Total","Licensed","429"
"40609","S01013379","Cars","Total","Licensed","377"
"40610","S01013380","Cars","Total","Licensed","1846"
"40611","S01013381","Cars","Total","Licensed","210"
"40612","S01013382","Cars","Total","Licensed","312"
"40613","S01013383","Cars","Total","Licensed","286"
"40614","S01013384","Cars","Total","Licensed","357"
"40615","S01013385","Cars","Total","Licensed","232"
"40616","S01013386","Cars","Total","Licensed","484"
"40617","S01013387","Cars","Total","Licensed","285"
"40618","S01013388","Cars","Total","Licensed","347"
"40619","S01013389","Cars","Total","Licensed","317"
"40620","S01013390","Cars","Total","Licensed","198"
"40621","S01013391","Cars","Total","Licensed","237"
"40622","S01013392","Cars","Total","Licensed","424"
"40623","S01013393","Cars","Total","Licensed","283"
"40624","S01013394","Cars","Total","Licensed","296"
"40625","S01013395","Cars","Total","Licensed","212"
"40626","S01013396","Cars","Total","Licensed","385"
"40627","S01013397","Cars","Total","Licensed","392"
"40628","S01013398","Cars","Total","Licensed","324"
"40629","S01013399","Cars","Total","Licensed","566"
"40630","S01013400","Cars","Total","Licensed","417"
"40631","S01013401","Cars","Total","Licensed","1852"
"40632","S01013402","Cars","Total","Licensed","643"
"40633","S01013403","Cars","Total","Licensed","470"
"40634","S01013404","Cars","Total","Licensed","490"
"40635","S01013405","Cars","Total","Licensed","295"
"40636","S01013406","Cars","Total","Licensed","238"
"40637","S01013407","Cars","Total","Licensed","217"
"40638","S01013408","Cars","Total","Licensed","244"
"40639","S01013409","Cars","Total","Licensed","475"
"40640","S01013410","Cars","Total","Licensed","235"
"40641","S01013411","Cars","Total","Licensed","362"
"40642","S01013412","Cars","Total","Licensed","358"
"40643","S01013413","Cars","Total","Licensed","357"
"40644","S01013414","Cars","Total","Licensed","351"
"40645","S01013415","Cars","Total","Licensed","183"
"40646","S01013416","Cars","Total","Licensed","223"
"40647","S01013417","Cars","Total","Licensed","340"
"40648","S01013418","Cars","Total","Licensed","290"
"40649","S01013419","Cars","Total","Licensed","269"
"40650","S01013420","Cars","Total","Licensed","246"
"40651","S01013421","Cars","Total","Licensed","417"
"40652","S01013422","Cars","Total","Licensed","346"
"40653","S01013423","Cars","Total","Licensed","422"
"40654","S01013424","Cars","Total","Licensed","290"
"40655","S01013425","Cars","Total","Licensed","212"
"40656","S01013426","Cars","Total","Licensed","365"
"40657","S01013427","Cars","Total","Licensed","278"
"40658","S01013428","Cars","Total","Licensed","396"
"40659","S01013429","Cars","Total","Licensed","347"
"40660","S01013430","Cars","Total","Licensed","470"
"40661","S01013431","Cars","Total","Licensed","335"
"40662","S01013432","Cars","Total","Licensed","448"
"40663","S01013433","Cars","Total","Licensed","473"
"40664","S01013434","Cars","Total","Licensed","350"
"40665","S01013435","Cars","Total","Licensed","379"
"40666","S01013436","Cars","Total","Licensed","386"
"40667","S01013437","Cars","Total","Licensed","254"
"40668","S01013438","Cars","Total","Licensed","249"
"40669","S01013439","Cars","Total","Licensed","482"
"40670","S01013440","Cars","Total","Licensed","567"
"40671","S01013441","Cars","Total","Licensed","380"
"40672","S01013442","Cars","Total","Licensed","357"
"40673","S01013443","Cars","Total","Licensed","326"
"40674","S01013444","Cars","Total","Licensed","352"
"40675","S01013445","Cars","Total","Licensed","315"
"40676","S01013446","Cars","Total","Licensed","339"
"40677","S01013447","Cars","Total","Licensed","344"
"40678","S01013448","Cars","Total","Licensed","380"
"40679","S01013449","Cars","Total","Licensed","330"
"40680","S01013450","Cars","Total","Licensed","268"
"40681","S01013451","Cars","Total","Licensed","438"
"40682","S01013452","Cars","Total","Licensed","492"
"40683","S01013453","Cars","Total","Licensed","283"
"40684","S01013454","Cars","Total","Licensed","447"
"40685","S01013455","Cars","Total","Licensed","1111"
"40686","S01013456","Cars","Total","Licensed","326"
"40687","S01013457","Cars","Total","Licensed","358"
"40688","S01013458","Cars","Total","Licensed","718"
"40689","S01013459","Cars","Total","Licensed","325"
"40690","S01013460","Cars","Total","Licensed","378"
"40691","S01013461","Cars","Total","Licensed","518"
"40692","S01013462","Cars","Total","Licensed","454"
"40693","S01013463","Cars","Total","Licensed","443"
"40694","S01013464","Cars","Total","Licensed","397"
"40695","S01013465","Cars","Total","Licensed","330"
"40696","S01013466","Cars","Total","Licensed","183"
"40697","S01013467","Cars","Total","Licensed","500"
"40698","S01013468","Cars","Total","Licensed","264"
"40699","S01013469","Cars","Total","Licensed","362"
"40700","S01013470","Cars","Total","Licensed","281"
"40701","S01013471","Cars","Total","Licensed","395"
"40702","S01013472","Cars","Total","Licensed","340"
"40703","S01013473","Cars","Total","Licensed","377"
"40704","S01013474","Cars","Total","Licensed","324"
"40705","S01013475","Cars","Total","Licensed","291"
"40706","S01013476","Cars","Total","Licensed","302"
"40707","S01013477","Cars","Total","Licensed","243"
"40708","S01013478","Cars","Total","Licensed","379"
"40709","S01013479","Cars","Total","Licensed","313"
"40710","S01013480","Cars","Total","Licensed","271"
"40711","S01013481","Cars","Total","Licensed","626"
"40712","W01000001","Cars","Total","Licensed","535"
"40713","W01000002","Cars","Total","Licensed","696"
"40714","W01000003","Cars","Total","Licensed","1257"
"40715","W01000004","Cars","Total","Licensed","734"
"40716","W01000005","Cars","Total","Licensed","885"
"40717","W01000006","Cars","Total","Licensed","1017"
"40718","W01000007","Cars","Total","Licensed","1115"
"40719","W01000008","Cars","Total","Licensed","781"
"40720","W01000009","Cars","Total","Licensed","1080"
"40721","W01000010","Cars","Total","Licensed","1180"
"40722","W01000011","Cars","Total","Licensed","560"
"40723","W01000012","Cars","Total","Licensed","1134"
"40724","W01000013","Cars","Total","Licensed","1386"
"40725","W01000014","Cars","Total","Licensed","1329"
"40726","W01000015","Cars","Total","Licensed","949"
"40727","W01000016","Cars","Total","Licensed","431"
"40728","W01000017","Cars","Total","Licensed","748"
"40729","W01000018","Cars","Total","Licensed","727"
"40730","W01000019","Cars","Total","Licensed","821"
"40731","W01000020","Cars","Total","Licensed","875"
"40732","W01000021","Cars","Total","Licensed","1488"
"40733","W01000022","Cars","Total","Licensed","1019"
"40734","W01000023","Cars","Total","Licensed","864"
"40735","W01000024","Cars","Total","Licensed","630"
"40736","W01000025","Cars","Total","Licensed","1395"
"40737","W01000026","Cars","Total","Licensed","758"
"40738","W01000027","Cars","Total","Licensed","1061"
"40739","W01000028","Cars","Total","Licensed","1190"
"40740","W01000029","Cars","Total","Licensed","662"
"40741","W01000030","Cars","Total","Licensed","937"
"40742","W01000031","Cars","Total","Licensed","994"
"40743","W01000032","Cars","Total","Licensed","568"
"40744","W01000033","Cars","Total","Licensed","551"
"40745","W01000034","Cars","Total","Licensed","877"
"40746","W01000035","Cars","Total","Licensed","1112"
"40747","W01000036","Cars","Total","Licensed","391"
"40748","W01000037","Cars","Total","Licensed","547"
"40749","W01000038","Cars","Total","Licensed","1406"
"40750","W01000039","Cars","Total","Licensed","629"
"40751","W01000040","Cars","Total","Licensed","715"
"40752","W01000041","Cars","Total","Licensed","523"
"40753","W01000042","Cars","Total","Licensed","1173"
"40754","W01000043","Cars","Total","Licensed","690"
"40755","W01000044","Cars","Total","Licensed","712"
"40756","W01000047","Cars","Total","Licensed","810"
"40757","W01000048","Cars","Total","Licensed","595"
"40758","W01000049","Cars","Total","Licensed","383"
"40759","W01000050","Cars","Total","Licensed","881"
"40760","W01000051","Cars","Total","Licensed","934"
"40761","W01000052","Cars","Total","Licensed","685"
"40762","W01000053","Cars","Total","Licensed","699"
"40763","W01000054","Cars","Total","Licensed","632"
"40764","W01000056","Cars","Total","Licensed","871"
"40765","W01000057","Cars","Total","Licensed","809"
"40766","W01000059","Cars","Total","Licensed","883"
"40767","W01000060","Cars","Total","Licensed","723"
"40768","W01000061","Cars","Total","Licensed","939"
"40769","W01000062","Cars","Total","Licensed","384"
"40770","W01000063","Cars","Total","Licensed","1063"
"40771","W01000064","Cars","Total","Licensed","969"
"40772","W01000065","Cars","Total","Licensed","464"
"40773","W01000066","Cars","Total","Licensed","652"
"40774","W01000067","Cars","Total","Licensed","666"
"40775","W01000068","Cars","Total","Licensed","679"
"40776","W01000069","Cars","Total","Licensed","886"
"40777","W01000070","Cars","Total","Licensed","815"
"40778","W01000071","Cars","Total","Licensed","1113"
"40779","W01000072","Cars","Total","Licensed","750"
"40780","W01000073","Cars","Total","Licensed","1132"
"40781","W01000074","Cars","Total","Licensed","1200"
"40782","W01000075","Cars","Total","Licensed","452"
"40783","W01000076","Cars","Total","Licensed","391"
"40784","W01000077","Cars","Total","Licensed","334"
"40785","W01000078","Cars","Total","Licensed","927"
"40786","W01000079","Cars","Total","Licensed","575"
"40787","W01000080","Cars","Total","Licensed","853"
"40788","W01000081","Cars","Total","Licensed","1017"
"40789","W01000082","Cars","Total","Licensed","662"
"40790","W01000083","Cars","Total","Licensed","763"
"40791","W01000084","Cars","Total","Licensed","709"
"40792","W01000085","Cars","Total","Licensed","1137"
"40793","W01000086","Cars","Total","Licensed","1308"
"40794","W01000087","Cars","Total","Licensed","1139"
"40795","W01000088","Cars","Total","Licensed","1320"
"40796","W01000089","Cars","Total","Licensed","1250"
"40797","W01000090","Cars","Total","Licensed","481"
"40798","W01000091","Cars","Total","Licensed","412"
"40799","W01000092","Cars","Total","Licensed","465"
"40800","W01000093","Cars","Total","Licensed","1222"
"40801","W01000094","Cars","Total","Licensed","735"
"40802","W01000095","Cars","Total","Licensed","703"
"40803","W01000096","Cars","Total","Licensed","579"
"40804","W01000097","Cars","Total","Licensed","615"
"40805","W01000098","Cars","Total","Licensed","1074"
"40806","W01000099","Cars","Total","Licensed","988"
"40807","W01000100","Cars","Total","Licensed","623"
"40808","W01000101","Cars","Total","Licensed","752"
"40809","W01000102","Cars","Total","Licensed","982"
"40810","W01000103","Cars","Total","Licensed","784"
"40811","W01000104","Cars","Total","Licensed","1013"
"40812","W01000105","Cars","Total","Licensed","816"
"40813","W01000106","Cars","Total","Licensed","940"
"40814","W01000107","Cars","Total","Licensed","612"
"40815","W01000108","Cars","Total","Licensed","989"
"40816","W01000109","Cars","Total","Licensed","871"
"40817","W01000110","Cars","Total","Licensed","847"
"40818","W01000111","Cars","Total","Licensed","668"
"40819","W01000112","Cars","Total","Licensed","1028"
"40820","W01000113","Cars","Total","Licensed","1006"
"40821","W01000114","Cars","Total","Licensed","816"
"40822","W01000115","Cars","Total","Licensed","1330"
"40823","W01000116","Cars","Total","Licensed","892"
"40824","W01000117","Cars","Total","Licensed","606"
"40825","W01000118","Cars","Total","Licensed","962"
"40826","W01000119","Cars","Total","Licensed","1227"
"40827","W01000121","Cars","Total","Licensed","631"
"40828","W01000122","Cars","Total","Licensed","1313"
"40829","W01000123","Cars","Total","Licensed","884"
"40830","W01000124","Cars","Total","Licensed","1186"
"40831","W01000125","Cars","Total","Licensed","878"
"40832","W01000126","Cars","Total","Licensed","894"
"40833","W01000127","Cars","Total","Licensed","578"
"40834","W01000128","Cars","Total","Licensed","762"
"40835","W01000129","Cars","Total","Licensed","634"
"40836","W01000130","Cars","Total","Licensed","782"
"40837","W01000131","Cars","Total","Licensed","916"
"40838","W01000132","Cars","Total","Licensed","640"
"40839","W01000133","Cars","Total","Licensed","1043"
"40840","W01000134","Cars","Total","Licensed","997"
"40841","W01000135","Cars","Total","Licensed","1302"
"40842","W01000136","Cars","Total","Licensed","976"
"40843","W01000137","Cars","Total","Licensed","904"
"40844","W01000138","Cars","Total","Licensed","1156"
"40845","W01000139","Cars","Total","Licensed","840"
"40846","W01000140","Cars","Total","Licensed","938"
"40847","W01000141","Cars","Total","Licensed","851"
"40848","W01000142","Cars","Total","Licensed","1086"
"40849","W01000143","Cars","Total","Licensed","640"
"40850","W01000144","Cars","Total","Licensed","643"
"40851","W01000145","Cars","Total","Licensed","583"
"40852","W01000146","Cars","Total","Licensed","821"
"40853","W01000147","Cars","Total","Licensed","754"
"40854","W01000148","Cars","Total","Licensed","543"
"40855","W01000149","Cars","Total","Licensed","753"
"40856","W01000150","Cars","Total","Licensed","1003"
"40857","W01000151","Cars","Total","Licensed","754"
"40858","W01000152","Cars","Total","Licensed","738"
"40859","W01000153","Cars","Total","Licensed","1019"
"40860","W01000154","Cars","Total","Licensed","780"
"40861","W01000155","Cars","Total","Licensed","770"
"40862","W01000156","Cars","Total","Licensed","859"
"40863","W01000157","Cars","Total","Licensed","605"
"40864","W01000158","Cars","Total","Licensed","938"
"40865","W01000159","Cars","Total","Licensed","816"
"40866","W01000162","Cars","Total","Licensed","1171"
"40867","W01000163","Cars","Total","Licensed","540"
"40868","W01000164","Cars","Total","Licensed","707"
"40869","W01000165","Cars","Total","Licensed","1175"
"40870","W01000166","Cars","Total","Licensed","1467"
"40871","W01000167","Cars","Total","Licensed","1043"
"40872","W01000168","Cars","Total","Licensed","729"
"40873","W01000169","Cars","Total","Licensed","709"
"40874","W01000170","Cars","Total","Licensed","984"
"40875","W01000171","Cars","Total","Licensed","820"
"40876","W01000172","Cars","Total","Licensed","583"
"40877","W01000173","Cars","Total","Licensed","824"
"40878","W01000174","Cars","Total","Licensed","987"
"40879","W01000175","Cars","Total","Licensed","994"
"40880","W01000176","Cars","Total","Licensed","903"
"40881","W01000177","Cars","Total","Licensed","964"
"40882","W01000178","Cars","Total","Licensed","879"
"40883","W01000179","Cars","Total","Licensed","1174"
"40884","W01000180","Cars","Total","Licensed","930"
"40885","W01000181","Cars","Total","Licensed","899"
"40886","W01000182","Cars","Total","Licensed","866"
"40887","W01000183","Cars","Total","Licensed","766"
"40888","W01000184","Cars","Total","Licensed","1310"
"40889","W01000185","Cars","Total","Licensed","666"
"40890","W01000186","Cars","Total","Licensed","596"
"40891","W01000187","Cars","Total","Licensed","550"
"40892","W01000188","Cars","Total","Licensed","921"
"40893","W01000189","Cars","Total","Licensed","835"
"40894","W01000190","Cars","Total","Licensed","880"
"40895","W01000191","Cars","Total","Licensed","1679"
"40896","W01000192","Cars","Total","Licensed","575"
"40897","W01000193","Cars","Total","Licensed","669"
"40898","W01000194","Cars","Total","Licensed","945"
"40899","W01000195","Cars","Total","Licensed","952"
"40900","W01000196","Cars","Total","Licensed","847"
"40901","W01000197","Cars","Total","Licensed","980"
"40902","W01000198","Cars","Total","Licensed","455"
"40903","W01000199","Cars","Total","Licensed","852"
"40904","W01000200","Cars","Total","Licensed","801"
"40905","W01000201","Cars","Total","Licensed","968"
